country,religion,count,proportion,population_proportion,sample_proportion,benchmark_proportion,deviation,abs_deviation,normalized_deviation,tvd_contribution
Dominican Republic,Buddhism,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
Dominican Republic,Hinduism,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
Bolivia,Buddhism,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
Bolivia,Islam,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
Bolivia,Hinduism,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
Dominican Republic,Islam,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
Dominican Republic,Judaism,,,7.201042498620946e-07,0.0,7.201042498620946e-07,-7.201042498620946e-07,7.201042498620946e-07,-1.0,3.600521249310473e-07
Belize,Other religious group,,,7.193790693486383e-07,0.0,7.193790693486383e-07,-7.193790693486383e-07,7.193790693486383e-07,-1.0,3.5968953467431913e-07
Belarus,Hinduism,,,6.961732929180371e-07,0.0,6.961732929180371e-07,-6.961732929180371e-07,6.961732929180371e-07,-1.0,3.4808664645901853e-07
Belarus,Judaism,,,6.961732929180371e-07,0.0,6.961732929180371e-07,-6.961732929180371e-07,6.961732929180371e-07,-1.0,3.4808664645901853e-07
Belarus,Buddhism,,,6.961732929180371e-07,0.0,6.961732929180371e-07,-6.961732929180371e-07,6.961732929180371e-07,-1.0,3.4808664645901853e-07
Fiji,Other religious group,,,6.860207657296491e-07,0.0,6.860207657296491e-07,-6.860207657296491e-07,6.860207657296491e-07,-1.0,3.4301038286482456e-07
Monaco,I do not identify with any religious group or faith,,,6.787689605950862e-07,0.0,6.787689605950862e-07,-6.787689605950862e-07,6.787689605950862e-07,-1.0,3.393844802975431e-07
Somalia,Judaism,,,6.765934190547172e-07,0.0,6.765934190547172e-07,-6.765934190547172e-07,6.765934190547172e-07,-1.0,3.382967095273586e-07
Somalia,Buddhism,,,6.765934190547172e-07,0.0,6.765934190547172e-07,-6.765934190547172e-07,6.765934190547172e-07,-1.0,3.382967095273586e-07
Somalia,I do not identify with any religious group or faith,,,6.765934190547172e-07,0.0,6.765934190547172e-07,-6.765934190547172e-07,6.765934190547172e-07,-1.0,3.382967095273586e-07
Somalia,Christianity,,,6.765934190547172e-07,0.0,6.765934190547172e-07,-6.765934190547172e-07,6.765934190547172e-07,-1.0,3.382967095273586e-07
Somalia,Hinduism,,,6.765934190547172e-07,0.0,6.765934190547172e-07,-6.765934190547172e-07,6.765934190547172e-07,-1.0,3.382967095273586e-07
Armenia,Other religious group,,,6.722423359739797e-07,0.0,6.722423359739797e-07,-6.722423359739797e-07,6.722423359739797e-07,-1.0,3.3612116798698986e-07
Azerbaijan,Buddhism,,,6.664408918663293e-07,0.0,6.664408918663293e-07,-6.664408918663293e-07,6.664408918663293e-07,-1.0,3.3322044593316465e-07
Azerbaijan,Judaism,,,6.664408918663293e-07,0.0,6.664408918663293e-07,-6.664408918663293e-07,6.664408918663293e-07,-1.0,3.3322044593316465e-07
Azerbaijan,I do not identify with any religious group or faith,,,6.664408918663293e-07,0.0,6.664408918663293e-07,-6.664408918663293e-07,6.664408918663293e-07,-1.0,3.3322044593316465e-07
Azerbaijan,Hinduism,,,6.664408918663293e-07,0.0,6.664408918663293e-07,-6.664408918663293e-07,6.664408918663293e-07,-1.0,3.3322044593316465e-07
Samoa,I do not identify with any religious group or faith,,,6.526624621106598e-07,0.0,6.526624621106598e-07,-6.526624621106598e-07,6.526624621106598e-07,-1.0,3.263312310553299e-07
Benin,Buddhism,,,6.417847544088154e-07,0.0,6.417847544088154e-07,-6.417847544088154e-07,6.417847544088154e-07,-1.0,3.208923772044077e-07
Benin,Hinduism,,,6.417847544088154e-07,0.0,6.417847544088154e-07,-6.417847544088154e-07,6.417847544088154e-07,-1.0,3.208923772044077e-07
Benin,Judaism,,,6.417847544088154e-07,0.0,6.417847544088154e-07,-6.417847544088154e-07,6.417847544088154e-07,-1.0,3.208923772044077e-07
St. Vincent and the Gren.,Other religious group,,,6.38158851841534e-07,0.0,6.38158851841534e-07,-6.38158851841534e-07,6.38158851841534e-07,-1.0,3.19079425920767e-07
Croatia,Other religious group,,,6.38158851841534e-07,0.0,6.38158851841534e-07,-6.38158851841534e-07,6.38158851841534e-07,-1.0,3.19079425920767e-07
Georgia,Other religious group,,,6.309070467069711e-07,0.0,6.309070467069711e-07,-6.309070467069711e-07,6.309070467069711e-07,-1.0,3.1545352335348554e-07
St. Lucia,Other religious group,,,6.164034364378453e-07,0.0,6.164034364378453e-07,-6.164034364378453e-07,6.164034364378453e-07,-1.0,3.0820171821892266e-07
Lebanon,Other religious group,,,6.135027143840202e-07,0.0,6.135027143840202e-07,-6.135027143840202e-07,6.135027143840202e-07,-1.0,3.067513571920101e-07
Austria,Hinduism,,,6.084264507898261e-07,0.0,6.084264507898261e-07,-6.084264507898261e-07,6.084264507898261e-07,-1.0,3.0421322539491307e-07
Burundi,Hinduism,,,6.077012702763699e-07,0.0,6.077012702763699e-07,-6.077012702763699e-07,6.077012702763699e-07,-1.0,3.0385063513818494e-07
Burundi,Buddhism,,,6.077012702763699e-07,0.0,6.077012702763699e-07,-6.077012702763699e-07,6.077012702763699e-07,-1.0,3.0385063513818494e-07
Burundi,I do not identify with any religious group or faith,,,6.077012702763699e-07,0.0,6.077012702763699e-07,-6.077012702763699e-07,6.077012702763699e-07,-1.0,3.0385063513818494e-07
Burundi,Judaism,,,6.077012702763699e-07,0.0,6.077012702763699e-07,-6.077012702763699e-07,6.077012702763699e-07,-1.0,3.0385063513818494e-07
Antigua and Barbuda,Other religious group,,,6.004494651418069e-07,0.0,6.004494651418069e-07,-6.004494651418069e-07,6.004494651418069e-07,-1.0,3.0022473257090347e-07
U.S. Virgin Islands,I do not identify with any religious group or faith,,,5.90296937953419e-07,0.0,5.90296937953419e-07,-5.90296937953419e-07,5.90296937953419e-07,-1.0,2.951484689767095e-07
Palestinian territories,Other religious group,,,5.859458548726812e-07,0.0,5.859458548726812e-07,-5.859458548726812e-07,5.859458548726812e-07,-1.0,2.929729274363406e-07
Trinidad and Tobago,Buddhism,,,5.830451328188561e-07,0.0,5.830451328188561e-07,-5.830451328188561e-07,5.830451328188561e-07,-1.0,2.9152256640942804e-07
Barbados,Other religious group,,,5.67816342036274e-07,0.0,5.67816342036274e-07,-5.67816342036274e-07,5.67816342036274e-07,-1.0,2.83908171018137e-07
Serbia,Judaism,,,5.634652589555362e-07,0.0,5.634652589555362e-07,-5.634652589555362e-07,5.634652589555362e-07,-1.0,2.817326294777681e-07
Serbia,Buddhism,,,5.634652589555362e-07,0.0,5.634652589555362e-07,-5.634652589555362e-07,5.634652589555362e-07,-1.0,2.817326294777681e-07
Serbia,Hinduism,,,5.634652589555362e-07,0.0,5.634652589555362e-07,-5.634652589555362e-07,5.634652589555362e-07,-1.0,2.817326294777681e-07
Northern Mariana Is.,Other religious group,,,5.569386343344297e-07,0.0,5.569386343344297e-07,-5.569386343344297e-07,5.569386343344297e-07,-1.0,2.7846931716721483e-07
Honduras,Judaism,,,5.511371902267793e-07,0.0,5.511371902267793e-07,-5.511371902267793e-07,5.511371902267793e-07,-1.0,2.7556859511338966e-07
Honduras,Hinduism,,,5.511371902267793e-07,0.0,5.511371902267793e-07,-5.511371902267793e-07,5.511371902267793e-07,-1.0,2.7556859511338966e-07
Bosnia-Herzegovina,Other religious group,,,5.45335746119129e-07,0.0,5.45335746119129e-07,-5.45335746119129e-07,5.45335746119129e-07,-1.0,2.726678730595645e-07
United Arab Emirates,Judaism,,,5.446105656056728e-07,0.0,5.446105656056728e-07,-5.446105656056728e-07,5.446105656056728e-07,-1.0,2.723052828028364e-07
Bulgaria,Buddhism,,,5.431602045787601e-07,0.0,5.431602045787601e-07,-5.431602045787601e-07,5.431602045787601e-07,-1.0,2.7158010228938007e-07
Bulgaria,Judaism,,,5.431602045787601e-07,0.0,5.431602045787601e-07,-5.431602045787601e-07,5.431602045787601e-07,-1.0,2.7158010228938007e-07
Bulgaria,Hinduism,,,5.431602045787601e-07,0.0,5.431602045787601e-07,-5.431602045787601e-07,5.431602045787601e-07,-1.0,2.7158010228938007e-07
Fed. States of Micronesia,Other religious group,,,5.42435024065304e-07,0.0,5.42435024065304e-07,-5.42435024065304e-07,5.42435024065304e-07,-1.0,2.71217512032652e-07
St. Vincent and the Gren.,Hinduism,,,5.42435024065304e-07,0.0,5.42435024065304e-07,-5.42435024065304e-07,5.42435024065304e-07,-1.0,2.71217512032652e-07
Israel,Hinduism,,,5.380839409845662e-07,0.0,5.380839409845662e-07,-5.380839409845662e-07,5.380839409845662e-07,-1.0,2.690419704922831e-07
Guadeloupe,Other religious group,,,5.337328579038285e-07,0.0,5.337328579038285e-07,-5.337328579038285e-07,5.337328579038285e-07,-1.0,2.6686642895191423e-07
French Guiana,Hinduism,,,5.337328579038285e-07,0.0,5.337328579038285e-07,-5.337328579038285e-07,5.337328579038285e-07,-1.0,2.6686642895191423e-07
Bhutan,Christianity,,,5.293817748230907e-07,0.0,5.293817748230907e-07,-5.293817748230907e-07,5.293817748230907e-07,-1.0,2.6469088741154537e-07
Comoros,Christianity,,,5.293817748230907e-07,0.0,5.293817748230907e-07,-5.293817748230907e-07,5.293817748230907e-07,-1.0,2.6469088741154537e-07
Moldova,Other religious group,,,5.177788866077901e-07,0.0,5.177788866077901e-07,-5.177788866077901e-07,5.177788866077901e-07,-1.0,2.5888944330389504e-07
Hong Kong,Judaism,,,5.112522619866835e-07,0.0,5.112522619866835e-07,-5.112522619866835e-07,5.112522619866835e-07,-1.0,2.5562613099334175e-07
Mauritania,I do not identify with any religious group or faith,,,5.018249153117517e-07,0.0,5.018249153117517e-07,-5.018249153117517e-07,5.018249153117517e-07,-1.0,2.5091245765587586e-07
Tajikistan,Hinduism,,,4.989241932579266e-07,0.0,4.989241932579266e-07,-4.989241932579266e-07,4.989241932579266e-07,-1.0,2.494620966289633e-07
Tajikistan,Buddhism,,,4.989241932579266e-07,0.0,4.989241932579266e-07,-4.989241932579266e-07,4.989241932579266e-07,-1.0,2.494620966289633e-07
Tajikistan,Judaism,,,4.989241932579266e-07,0.0,4.989241932579266e-07,-4.989241932579266e-07,4.989241932579266e-07,-1.0,2.494620966289633e-07
Papua New Guinea,Hinduism,,,4.97473832231014e-07,0.0,4.97473832231014e-07,-4.97473832231014e-07,4.97473832231014e-07,-1.0,2.48736916115507e-07
Papua New Guinea,Buddhism,,,4.97473832231014e-07,0.0,4.97473832231014e-07,-4.97473832231014e-07,4.97473832231014e-07,-1.0,2.48736916115507e-07
Papua New Guinea,I do not identify with any religious group or faith,,,4.97473832231014e-07,0.0,4.97473832231014e-07,-4.97473832231014e-07,4.97473832231014e-07,-1.0,2.48736916115507e-07
Papua New Guinea,Islam,,,4.97473832231014e-07,0.0,4.97473832231014e-07,-4.97473832231014e-07,4.97473832231014e-07,-1.0,2.48736916115507e-07
Papua New Guinea,Judaism,,,4.97473832231014e-07,0.0,4.97473832231014e-07,-4.97473832231014e-07,4.97473832231014e-07,-1.0,2.48736916115507e-07
Lithuania,Other religious group,,,4.815198609349756e-07,0.0,4.815198609349756e-07,-4.815198609349756e-07,4.815198609349756e-07,-1.0,2.407599304674878e-07
Dominica,Other religious group,,,4.771687778542379e-07,0.0,4.771687778542379e-07,-4.771687778542379e-07,4.771687778542379e-07,-1.0,2.3858438892711895e-07
Martinique,Other religious group,,,4.757184168273254e-07,0.0,4.757184168273254e-07,-4.757184168273254e-07,4.757184168273254e-07,-1.0,2.378592084136627e-07
Lesotho,Other religious group,,,4.7209251426004393e-07,0.0,4.7209251426004393e-07,-4.7209251426004393e-07,4.7209251426004393e-07,-1.0,2.3604625713002197e-07
Paraguay,Buddhism,,,4.677414311793062e-07,0.0,4.677414311793062e-07,-4.677414311793062e-07,4.677414311793062e-07,-1.0,2.338707155896531e-07
Paraguay,Judaism,,,4.677414311793062e-07,0.0,4.677414311793062e-07,-4.677414311793062e-07,4.677414311793062e-07,-1.0,2.338707155896531e-07
Paraguay,Islam,,,4.677414311793062e-07,0.0,4.677414311793062e-07,-4.677414311793062e-07,4.677414311793062e-07,-1.0,2.338707155896531e-07
Paraguay,Hinduism,,,4.677414311793062e-07,0.0,4.677414311793062e-07,-4.677414311793062e-07,4.677414311793062e-07,-1.0,2.338707155896531e-07
Libya,Hinduism,,,4.612148065581996e-07,0.0,4.612148065581996e-07,-4.612148065581996e-07,4.612148065581996e-07,-1.0,2.306074032790998e-07
Libya,Judaism,,,4.612148065581996e-07,0.0,4.612148065581996e-07,-4.612148065581996e-07,4.612148065581996e-07,-1.0,2.306074032790998e-07
Bahrain,Other religious group,,,4.568637234774618e-07,0.0,4.568637234774618e-07,-4.568637234774618e-07,4.568637234774618e-07,-1.0,2.284318617387309e-07
Falkland Is. (Malvinas),I do not identify with any religious group or faith,,,4.568637234774618e-07,0.0,4.568637234774618e-07,-4.568637234774618e-07,4.568637234774618e-07,-1.0,2.284318617387309e-07
Suriname,Buddhism,,,4.525126403967241e-07,0.0,4.525126403967241e-07,-4.525126403967241e-07,4.525126403967241e-07,-1.0,2.2625632019836205e-07
Djibouti,Other religious group,,,4.517874598832678e-07,0.0,4.517874598832678e-07,-4.517874598832678e-07,4.517874598832678e-07,-1.0,2.258937299416339e-07
Laos,Judaism,,,4.49611918342899e-07,0.0,4.49611918342899e-07,-4.49611918342899e-07,4.49611918342899e-07,-1.0,2.248059591714495e-07
Laos,Islam,,,4.49611918342899e-07,0.0,4.49611918342899e-07,-4.49611918342899e-07,4.49611918342899e-07,-1.0,2.248059591714495e-07
Belize,Judaism,,,4.49611918342899e-07,0.0,4.49611918342899e-07,-4.49611918342899e-07,4.49611918342899e-07,-1.0,2.248059591714495e-07
Laos,Hinduism,,,4.49611918342899e-07,0.0,4.49611918342899e-07,-4.49611918342899e-07,4.49611918342899e-07,-1.0,2.248059591714495e-07
Jordan,Judaism,,,4.488867378294427e-07,0.0,4.488867378294427e-07,-4.488867378294427e-07,4.488867378294427e-07,-1.0,2.2444336891472134e-07
El Salvador,Judaism,,,4.488867378294427e-07,0.0,4.488867378294427e-07,-4.488867378294427e-07,4.488867378294427e-07,-1.0,2.2444336891472134e-07
El Salvador,Buddhism,,,4.488867378294427e-07,0.0,4.488867378294427e-07,-4.488867378294427e-07,4.488867378294427e-07,-1.0,2.2444336891472134e-07
El Salvador,Hinduism,,,4.488867378294427e-07,0.0,4.488867378294427e-07,-4.488867378294427e-07,4.488867378294427e-07,-1.0,2.2444336891472134e-07
El Salvador,Islam,,,4.488867378294427e-07,0.0,4.488867378294427e-07,-4.488867378294427e-07,4.488867378294427e-07,-1.0,2.2444336891472134e-07
Jordan,I do not identify with any religious group or faith,,,4.488867378294427e-07,0.0,4.488867378294427e-07,-4.488867378294427e-07,4.488867378294427e-07,-1.0,2.2444336891472134e-07
Guam,I do not identify with any religious group or faith,,,4.4381047423524866e-07,0.0,4.4381047423524866e-07,-4.4381047423524866e-07,4.4381047423524866e-07,-1.0,2.2190523711762433e-07
Cayman Islands,Other religious group,,,4.4381047423524866e-07,0.0,4.4381047423524866e-07,-4.4381047423524866e-07,4.4381047423524866e-07,-1.0,2.2190523711762433e-07
Togo,Hinduism,,,4.3728384961414203e-07,0.0,4.3728384961414203e-07,-4.3728384961414203e-07,4.3728384961414203e-07,-1.0,2.1864192480707101e-07
Togo,Buddhism,,,4.3728384961414203e-07,0.0,4.3728384961414203e-07,-4.3728384961414203e-07,4.3728384961414203e-07,-1.0,2.1864192480707101e-07
Togo,Judaism,,,4.3728384961414203e-07,0.0,4.3728384961414203e-07,-4.3728384961414203e-07,4.3728384961414203e-07,-1.0,2.1864192480707101e-07
Netherlands Antilles,Other religious group,,,4.351083080737732e-07,0.0,4.351083080737732e-07,-4.351083080737732e-07,4.351083080737732e-07,-1.0,2.175541540368866e-07
Sierra Leone,Buddhism,,,4.256809613988415e-07,0.0,4.256809613988415e-07,-4.256809613988415e-07,4.256809613988415e-07,-1.0,2.1284048069942074e-07
Sierra Leone,Judaism,,,4.256809613988415e-07,0.0,4.256809613988415e-07,-4.256809613988415e-07,4.256809613988415e-07,-1.0,2.1284048069942074e-07
Sierra Leone,Hinduism,,,4.256809613988415e-07,0.0,4.256809613988415e-07,-4.256809613988415e-07,4.256809613988415e-07,-1.0,2.1284048069942074e-07
Nicaragua,Judaism,,,4.198795172911911e-07,0.0,4.198795172911911e-07,-4.198795172911911e-07,4.198795172911911e-07,-1.0,2.0993975864559555e-07
Nicaragua,Islam,,,4.198795172911911e-07,0.0,4.198795172911911e-07,-4.198795172911911e-07,4.198795172911911e-07,-1.0,2.0993975864559555e-07
Nicaragua,Hinduism,,,4.198795172911911e-07,0.0,4.198795172911911e-07,-4.198795172911911e-07,4.198795172911911e-07,-1.0,2.0993975864559555e-07
Nicaragua,Buddhism,,,4.198795172911911e-07,0.0,4.198795172911911e-07,-4.198795172911911e-07,4.198795172911911e-07,-1.0,2.0993975864559555e-07
Vanuatu,I do not identify with any religious group or faith,,,4.177039757508223e-07,0.0,4.177039757508223e-07,-4.177039757508223e-07,4.177039757508223e-07,-1.0,2.0885198787541115e-07
Denmark,Judaism,,,4.024751849682402e-07,0.0,4.024751849682402e-07,-4.024751849682402e-07,4.024751849682402e-07,-1.0,2.012375924841201e-07
St. Vincent and the Gren.,I do not identify with any religious group or faith,,,3.9884928240095876e-07,0.0,3.9884928240095876e-07,-3.9884928240095876e-07,3.9884928240095876e-07,-1.0,1.9942464120047938e-07
Slovakia,Hinduism,,,3.959485603471336e-07,0.0,3.959485603471336e-07,-3.959485603471336e-07,3.959485603471336e-07,-1.0,1.979742801735668e-07
Slovakia,Judaism,,,3.959485603471336e-07,0.0,3.959485603471336e-07,-3.959485603471336e-07,3.959485603471336e-07,-1.0,1.979742801735668e-07
Slovakia,Buddhism,,,3.959485603471336e-07,0.0,3.959485603471336e-07,-3.959485603471336e-07,3.959485603471336e-07,-1.0,1.979742801735668e-07
Barbados,Islam,,,3.915974772663959e-07,0.0,3.915974772663959e-07,-3.915974772663959e-07,3.915974772663959e-07,-1.0,1.9579873863319794e-07
Finland,Hinduism,,,3.886967552125707e-07,0.0,3.886967552125707e-07,-3.886967552125707e-07,3.886967552125707e-07,-1.0,1.9434837760628536e-07
Finland,Buddhism,,,3.886967552125707e-07,0.0,3.886967552125707e-07,-3.886967552125707e-07,3.886967552125707e-07,-1.0,1.9434837760628536e-07
Finland,Judaism,,,3.886967552125707e-07,0.0,3.886967552125707e-07,-3.886967552125707e-07,3.886967552125707e-07,-1.0,1.9434837760628536e-07
Estonia,Islam,,,3.886967552125707e-07,0.0,3.886967552125707e-07,-3.886967552125707e-07,3.886967552125707e-07,-1.0,1.9434837760628536e-07
Kyrgyzstan,Judaism,,,3.8652121367220186e-07,0.0,3.8652121367220186e-07,-3.8652121367220186e-07,3.8652121367220186e-07,-1.0,1.9326060683610093e-07
Kyrgyzstan,Hinduism,,,3.8652121367220186e-07,0.0,3.8652121367220186e-07,-3.8652121367220186e-07,3.8652121367220186e-07,-1.0,1.9326060683610093e-07
Kyrgyzstan,Buddhism,,,3.8652121367220186e-07,0.0,3.8652121367220186e-07,-3.8652121367220186e-07,3.8652121367220186e-07,-1.0,1.9326060683610093e-07
Eritrea,Hinduism,,,3.8071976956455153e-07,0.0,3.8071976956455153e-07,-3.8071976956455153e-07,3.8071976956455153e-07,-1.0,1.9035988478227576e-07
Eritrea,Judaism,,,3.8071976956455153e-07,0.0,3.8071976956455153e-07,-3.8071976956455153e-07,3.8071976956455153e-07,-1.0,1.9035988478227576e-07
Eritrea,Buddhism,,,3.8071976956455153e-07,0.0,3.8071976956455153e-07,-3.8071976956455153e-07,3.8071976956455153e-07,-1.0,1.9035988478227576e-07
Gambia,Other religious group,,,3.7636868648381386e-07,0.0,3.7636868648381386e-07,-3.7636868648381386e-07,3.7636868648381386e-07,-1.0,1.8818434324190693e-07
Singapore,Judaism,,,3.69116881349251e-07,0.0,3.69116881349251e-07,-3.69116881349251e-07,3.69116881349251e-07,-1.0,1.845584406746255e-07
Turkmenistan,Hinduism,,,3.6549097878196946e-07,0.0,3.6549097878196946e-07,-3.6549097878196946e-07,3.6549097878196946e-07,-1.0,1.8274548939098473e-07
Turkmenistan,Judaism,,,3.6549097878196946e-07,0.0,3.6549097878196946e-07,-3.6549097878196946e-07,3.6549097878196946e-07,-1.0,1.8274548939098473e-07
Turkmenistan,Buddhism,,,3.6549097878196946e-07,0.0,3.6549097878196946e-07,-3.6549097878196946e-07,3.6549097878196946e-07,-1.0,1.8274548939098473e-07
New Caledonia,Other religious group,,,3.625902567281443e-07,0.0,3.625902567281443e-07,-3.625902567281443e-07,3.625902567281443e-07,-1.0,1.8129512836407215e-07
Norway,Judaism,,,3.538880905666689e-07,0.0,3.538880905666689e-07,-3.538880905666689e-07,3.538880905666689e-07,-1.0,1.7694404528333446e-07
